ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 看到同龄人都结婚生子 [认知]: 我被社会抛弃了，人生进度彻底落后，永远赶不上别人，活着毫无价值。,75,75,25,50,75,0,0
[事件]: 工作失误被领导批评 [认知]: 我能力太差，根本不适合这份工作，迟早会被开除，职业生涯已经毁了。,85,70,20,80,75,5,0
[事件]: 尝试新爱好很快放弃 [认知]: 我缺乏毅力和天赋，什么都做不好，一辈子只能是个半途而废的 loser。,70,80,20,85,90,5,0
[事件]: 社交软件上无人点赞 [认知]: 我的生活枯燥无趣，根本不值得分享，我是个透明人，存在感为零。,50,50,0,75,75,0,0
[事件]: 亲人重病我却无能为力 [认知]: 我太没用了，关键时刻帮不上忙，是个自私又无能的人，不配做家人。,70,80,20,85,90,5,0
[事件]: 听到别人背后议论我 [认知]: 我果然令人讨厌，所有人都在说我坏话，我根本不该出现在任何社交圈里。,70,65,40,75,80,10,5
[事件]: 看到前任有了新恋情 [认知]: 我毫无魅力，轻易就被取代，过去的美好都是假的，我根本不值得被长久爱着。,60,80,50,75,80,0,0
[事件]: 孩子成绩差被老师约谈 [认知]: 我是个失败的父母，毁了孩子的前途，我的教育方式彻底错误且无法挽回。,80,70,20,85,75,5,0
[事件]: 被同事当众指出方案漏洞 [认知]: 我果然能力不行，连这么基本的错误都发现不了，大家肯定都在心里嘲笑我，以后没人会信任我的工作了,85,70,20,90,75,5,0
[事件]: 相亲对象见面后不再回复消息 [认知]: 一定是我长得不够好看，性格也无聊，别人连继续了解的意愿都没有，我可能永远都找不到喜欢的人了,50,75,0,25,75,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管理不好，真是个失败者，这样下去迟早会陷入债务危机，人生彻底完蛋,85,50,40,75,80,0,0
[事件]: 体检报告显示一项指标异常 [认知]: 我肯定得了重病，医生只是没明说，我的身体已经垮了，未来都要在病痛中度过,85,70,10,5,80,0,0
[事件]: 在聚会中说错话冷场 [认知]: 我总是说些不合时宜的话，把气氛搞砸，大家肯定觉得我很尴尬，以后都不想邀请我参加活动了,60,30,0,55,35,10,5
[事件]: 被领导跳过晋升提名 [认知]: 我的工作表现一定很差，领导根本不认可我，我在公司没有发展前途了，再怎么努力也没用,50,75,25,25,85,0,0
[事件]: 伴侣忘记纪念日 [认知]: 他/她根本不在乎我，我们的感情已经淡了，也许他/她早就想离开我了，我只是个可有可无的人,60,70,30,50,65,10,5
[事件]: 看到同龄人事业有成 [认知]: 别人都那么成功，只有我还在原地踏步，我的人生已经落后太多，永远也追不上他们了,85,70,10,60,80,5,0
[事件]: 孩子成绩下滑被老师约谈 [认知]: 我是个失败的父母，连孩子的教育都搞不好，耽误了孩子的未来，我根本不配当家长,70,60,20,80,65,5,0
[事件]: 尝试新发型被朋友说奇怪 [认知]: 我连自己的形象都打理不好，做什么决定都是错的，别人都在背后议论我的审美很差,60,55,10,70,65,5,5
[事件]: 项目汇报时声音发抖 [认知]: 我太没用了，一上台就紧张，所有人都看到我的脆弱，以后重要的场合都不会再让我参与了,75,50,25,75,50,0,0
[事件]: 家人生病需要照顾 [认知]: 我无法承担起家庭的责任，面对困难就手足无措，我让家人失望了，根本靠不住,60,70,10,80,85,5,0
[事件]: 看到网上负面评价自己的爱好 [认知]: 我喜欢的东西原来这么低级，我的品味有问题，别人一定觉得我很幼稚可笑,60,50,10,70,55,5,0
[事件]: 独自旅行时迷路 [认知]: 我连这么简单的事情都做不好，缺乏独立生活的能力，离开熟悉环境就一事无成,50,25,0,50,25,0,0
[事件]: 朋友聚会没被邀请 [认知]: 他们肯定是不喜欢我才故意不叫我，我在朋友圈子里是多余的，没人真正在意我,70,80,60,75,85,0,0
[事件]: 学习新技能进展缓慢 [认知]: 我太笨了，理解能力差，什么都学不会，这辈子都不可能掌握有用的本领了,80,85,20,75,90,5,0
[事件]: 被同事当众批评工作失误 [认知]: 我果然一无是处，所有人都看不起我，我永远无法做好任何事,70,75,60,85,80,0,0
[事件]: 伴侣忘记纪念日未送礼物 [认知]: 他根本不在乎我，没有人会真正爱我，我注定孤独终老,70,75,40,30,80,0,0
[事件]: 面试时紧张到说话结巴 [认知]: 我太失败了，连话都说不好，这辈子都不会找到好工作,80,70,10,60,65,5,0
[事件]: 看到镜中自己身材发福 [认知]: 我丑得令人厌恶，根本不配被爱，所有人都会嫌弃我,75,70,60,85,80,0,0
[事件]: 朋友聚会时插不上话题 [认知]: 我是个无聊的人，大家都不喜欢我，我根本不该来,70,50,0,80,60,0,0
[事件]: 被领导分配额外加班任务 [认知]: 他们就是欺负我软弱，我永远只能逆来顺受，活该被压榨,70,60,80,40,85,10,5
[事件]: 看到别人家庭和睦的照片 [认知]: 我永远得不到真正的亲情，我的家庭就是一场灾难,60,85,20,50,80,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连钱都管不好，注定穷困潦倒，人生彻底失败,85,60,20,75,80,0,0
[事件]: 健身坚持一周后体重未减 [认知]: 我做什么都没用，永远改变不了自己，干脆放弃算了,70,75,40,60,80,10,5
[事件]: 在会议上提出的建议被忽略 [认知]: 我的想法毫无价值，别人根本不会听我的，我就是个透明人,25,50,0,75,75,0,0
[事件]: 得知朋友升职加薪的消息 [认知]: 我永远比不上别人，注定是个 loser，再怎么努力也没用,25,50,25,75,100,0,0
[事件]: 独自去医院做检查等待结果 [认知]: 我要是得重病也是活该，反正没人会在意我的死活,50,75,0,75,85,0,0
[事件]: 尝试新发型被说不好看 [认知]: 我连打扮都不会，怎么弄都丑，还不如躲起来不见人,40,60,10,70,65,5,0
[事件]: 看到情侣街头甜蜜拥抱 [认知]: 我根本不配拥有爱情，注定孤独一辈子，没人会真心待我,70,85,40,75,90,0,0
[事件]: 工作项目出现小差错被指出 [认知]: 我什么都做不好，迟早会被开除，人生彻底完蛋,85,60,40,70,80,0,0
[事件]: 在社交软件上发动态无人点赞 [认知]: 我发的任何东西都没人关心，我根本就是个多余的存在,25,50,0,75,75,0,0
[事件]: 被暗恋对象当众拒绝表白 [认知]: 我真是个彻头彻尾的失败者，连喜欢的人都不屑一顾，这辈子注定孤独终老,80,90,20,85,95,0,0
[事件]: 照镜子发现脸上新长痘痘 [认知]: 我长得太丑了，所有人都会嫌弃我，根本不配拥有朋友和爱情,70,60,20,65,55,10,5
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，真是个没用的人，未来一片黑暗,60,70,40,80,85,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，人生就要完了，所有计划都成了泡影,85,75,25,25,80,0,0
[事件]: 在重要会议上说错话 [认知]: 我彻底搞砸了，同事都在嘲笑我，职业生涯到此为止了,85,50,0,75,60,0,0
[事件]: 发现伴侣手机有暧昧信息 [认知]: 我根本不值得被爱，连最亲近的人都要背叛我，一切都是我的错,70,85,60,80,75,0,0
[事件]: 健身一个月体重没变化 [认知]: 我连自己的身体都控制不了，缺乏意志力，做什么都不会成功,30,40,15,60,70,0,0
[事件]: 父母催婚压力越来越大 [认知]: 我让全家失望了，是个不合格的子女，人生进度落后所有人,70,65,10,80,75,0,0
[事件]: 同事聚餐没邀请我参加 [认知]: 我果然不受欢迎，人际关系一塌糊涂，根本融不进任何圈子,50,70,20,65,60,10,5
[事件]: 工作项目被领导批评 [认知]: 我能力太差了，根本不适合这份工作，迟早会被淘汰失业,75,50,25,75,75,0,0
[事件]: 看到同龄人事业有成 [认知]: 我的人生已经彻底落后，再怎么努力也追不上别人，毫无价值,75,80,20,70,85,0,0
[事件]: 孩子考试成绩不理想 [认知]: 我是个失败的父母，连孩子都教育不好，耽误了孩子的未来,70,60,20,80,65,5,0
[事件]: 尝试新发型被说不好看 [认知]: 我做什么决定都是错的，连审美都这么差，永远做不好选择,70,80,20,85,90,5,0
[事件]: 独自旅行感到孤单 [认知]: 我连享受孤独都做不到，内心空虚脆弱，根本不能独立生活,25,50,0,75,75,0,0
[事件]: 忘记好友生日祝福 [认知]: 我太自私了，不配拥有朋友，总会伤害关心我的人,40,60,10,70,50,5,0
[事件]: 看到前任有了新恋情 [认知]: 我果然不如别人，永远是被抛弃的那个，根本不值得被爱,70,85,60,80,90,0,0
[事件]: 面试被拒后看到别人入职 [认知]: 我能力太差，永远找不到好工作，这辈子注定一事无成。,80,85,20,75,90,0,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我毫无存在感，根本不值得别人惦记，是社交圈里的隐形人。,50,75,25,75,75,0,0
[事件]: 脸上长痘不敢照镜子 [认知]: 我这么丑，没人会喜欢我，连自己都嫌弃这张脸。,70,65,50,85,75,0,0
[事件]: 父母为钱吵架我无力帮忙 [认知]: 我真没用，是家里的负担，赚不到钱还拖累家人。,60,70,10,80,85,5,0
[事件]: 健身一个月体重没变化 [认知]: 我意志力太薄弱，连自己的身体都控制不好，注定失败。,40,30,20,70,60,10,5
[事件]: 同事升职加薪而我原地踏步 [认知]: 我工作能力远不如别人，再怎么努力也赶不上，永远落后。,30,60,0,70,80,0,0
[事件]: 恋爱中对方已读不回消息 [认知]: 我太烦人了，对方肯定讨厌我了，我不配被好好对待。,85,70,40,60,75,0,0
[事件]: 看到同龄人买房买车结婚 [认知]: 我的人生进度全面落后，活得像个失败者，被所有人甩在后面。,60,55,20,30,65,0,0
[事件]: 公开演讲时紧张忘词 [认知]: 我心理素质极差，在众人面前出丑，彻底暴露了我的无能。,85,60,50,90,80,0,0
[事件]: 家人生病我却拿不出医药费 [认知]: 我既没能力也没孝心，关键时刻一点用都没有，愧对家人。,75,80,20,90,85,0,0
[事件]: 尝试新爱好很快放弃 [认知]: 我三分钟热度，缺乏恒心，什么事都做不成，注定半途而废。,60,70,40,80,85,10,5
[事件]: 被领导当众批评工作失误 [认知]: 我太粗心愚蠢了，给团队丢脸，根本不配这个职位。,70,65,20,80,75,5,0
[事件]: 单身多年相亲屡次失败 [认知]: 我性格无趣条件又差，根本没人看得上，要孤独终老了。,50,75,0,50,75,0,0
[事件]: 投资亏损积蓄损失大半 [认知]: 我决策愚蠢又贪婪，活该亏钱，连理财这么简单的事都做不好。,40,70,30,80,75,0,0
[事件]: 孩子成绩差老师约谈家长 [认知]: 我是个失败的父母，没教育好孩子，耽误了孩子的未来。,70,60,20,75,65,10,5
[事件]: 身体检查出小问题后焦虑 [认知]: 我身体这么差，肯定要得大病，会成为家人的累赘。,85,40,10,60,70,5,0
[事件]: 面试被拒后收到拒信 [认知]: 我果然不够优秀，连面试都通不过，以后还能找到什么好工作呢？,40,70,10,30,60,5,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我是不是被大家讨厌了？我这个人太无趣了，根本不值得被邀请。,30,55,0,60,40,0,0
[事件]: 看到镜子里的自己很憔悴 [认知]: 我怎么这么丑，皮肤这么差，根本没人会喜欢这样的我。,70,65,0,75,60,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，真是个彻头彻尾的失败者，未来一片黑暗。,70,65,10,80,85,0,0
[事件]: 体检报告显示一项指标异常 [认知]: 我肯定得了重病，一切都完了，人生就要这样结束了。,95,80,10,5,90,0,0
[事件]: 在会议上发言时突然忘词 [认知]: 所有人都看到我出丑了，他们一定觉得我蠢透了，我再也不敢说话了。,70,40,20,80,60,10,5
[事件]: 伴侣一整天没有回复消息 [认知]: 他/她一定是不爱我了，在躲着我，我们的关系肯定出了问题。,85,70,20,10,60,5,0
[事件]: 精心准备的项目提案被领导否决 [认知]: 我的努力全是白费，我的想法一文不值，我根本不适合这份工作。,60,70,30,65,75,10,5
[事件]: 同龄人都结婚生子了 [认知]: 我的人生进度落后太多了，我是不是有什么问题，注定要孤独终老？,70,50,10,40,60,10,0
[事件]: 尝试新发型被朋友说不好看 [认知]: 我做什么都是错的，连换个发型都能搞砸，我对自己完全没有判断力。,25,50,0,75,75,0,0
[事件]: 父母又在催婚催生 [认知]: 我让他们失望了，我是个不孝的孩子，我的人生一塌糊涂。,60,80,30,85,75,5,0
[事件]: 看到同事升职加薪而自己没有 [认知]: 我能力太差了，永远比不上别人，再怎么努力也没用。,70,75,20,60,80,10,5
[事件]: 在社交软件上发动态无人点赞 [认知]: 我分享的东西根本没人关心，我这个人毫无存在感和价值。,25,50,0,75,75,0,0
[事件]: 学习新技能时进展缓慢 [认知]: 我太笨了，什么都学不会，我注定一事无成。,25,50,0,75,75,0,0
[事件]: 和家人因为小事发生争吵 [认知]: 我总是搞砸亲密关系，我控制不好自己的情绪，我是个糟糕的人。,60,55,30,70,65,10,5
[事件]: 对比社交媒体上的光鲜生活 [认知]: 别人的生活都那么精彩完美，只有我的生活一团糟，我活得真失败。,60,70,40,80,75,0,0
[事件]: 面试时被问及职业规划 [认知]: 我肯定答得很糟糕，面试官一定觉得我毫无目标，这次又没希望了,70,40,10,60,65,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们肯定觉得我无趣又多余，根本没人想和我做朋友,70,65,20,60,55,10,5
[事件]: 体检报告有几项指标异常 [认知]: 我肯定得了重病，人生就要完了，一切都毁了,85,70,10,5,80,0,0
[事件]: 同事开玩笑说我最近胖了 [认知]: 所有人都觉得我身材走样很难看，我连基本的形象都管理不好,50,40,10,75,60,0,0
[事件]: 在会议上发言时卡壳了 [认知]: 同事肯定都在嘲笑我，觉得我能力不足，根本不配这个职位,80,20,10,70,60,5,5
[事件]: 父母催婚问感情状况 [认知]: 我这么失败，连个对象都找不到，让他们在亲戚面前丢脸了,25,50,0,75,75,0,0
[事件]: 网购的衣服穿上不好看 [认知]: 不是衣服的问题，是我身材太差，穿什么都不好看,25,50,0,75,25,0,0
[事件]: 看到前同事升职加薪的朋友圈 [认知]: 只有我还在原地踏步，这辈子注定一事无成，是个废物,30,60,0,80,90,0,0
[事件]: 在电梯里遇到邻居没打招呼 [认知]: 他肯定觉得我很没礼貌，以后在小区里见面都会很尴尬,60,10,0,40,20,0,0
[事件]: 尝试新菜做失败了 [认知]: 我连这么简单的事都做不好，真是个没用的人,40,50,25,75,60,0,0
[事件]: 被领导指出报告中的一个小错误 [认知]: 领导一定对我非常失望，觉得我粗心大意不堪重用,85,25,0,50,25,0,0
[事件]: 看到同龄人买房买车 [认知]: 别人都过得那么好，只有我还在为生计发愁，人生太失败了,40,70,20,65,75,0,0
[事件]: 在健身房感觉别人都在看我 [认知]: 他们肯定在嘲笑我动作不标准，或者觉得我太胖了不该来这里,75,50,0,75,50,0,0
[事件]: 朋友回复消息很简短 [认知]: 他肯定嫌我烦了，不想再理我了，我又说错话了,60,50,10,55,45,15,10
[事件]: 公开演讲时声音有点发抖 [认知]: 台下所有人都看出我很紧张，一定觉得我很不专业，像个笑话,65,25,0,50,25,0,0
[事件]: 周末一个人在家没安排 [认知]: 我的人际关系真差，连个约饭的朋友都没有，活得真孤独,25,50,0,25,50,0,0
[事件]: 面试被拒后看到招聘广告 [认知]: 我永远找不到工作了，所有公司都看不上我,75,80,25,70,90,0,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我根本不受欢迎，他们只是出于礼貌才邀请我,30,70,10,60,40,0,0
[事件]: 体重秤数字上升了1公斤 [认知]: 我完全失控了，永远都瘦不下来,75,50,25,50,75,0,0
[事件]: 伴侣忘记纪念日 [认知]: 他根本不在乎我，我们的感情已经完了,25,50,50,0,25,0,0
[事件]: 会议上发言被打断 [认知]: 我的意见毫无价值，没人想听我说话,40,50,45,70,65,0,0
[事件]: 看到前同事升职加薪 [认知]: 我的人生彻底失败了，永远追不上别人,25,50,0,75,75,0,0
[事件]: 信用卡账单超出预算 [认知]: 我永远都管不好钱，注定要穷一辈子,60,50,10,70,80,0,0
[事件]: 父母又催婚催生 [认知]: 我让全家失望了，是个不孝的失败者,25,50,0,75,75,0,0
[事件]: 健身时动作做不标准 [认知]: 我太笨了，连这么简单的事都做不好,50,25,25,75,50,0,0
[事件]: 同事开玩笑说我太安静 [认知]: 我性格有缺陷，根本不适合社交,60,70,10,80,65,5,5
[事件]: 看到镜子里有皱纹 [认知]: 我越来越丑了，再也没人会喜欢我,50,50,0,25,25,0,0
[事件]: 项目提案被要求修改 [认知]: 我的能力太差了，根本达不到工作要求,50,50,0,75,75,0,0
[事件]: 单身朋友都恋爱了 [认知]: 我肯定有问题，所以才一直找不到对象,60,50,10,55,45,5,0
[事件]: 学习新技能进度缓慢 [认知]: 我太笨了，永远都学不会新东西,30,40,0,60,70,0,0
[事件]: 邻居装修声音很吵 [认知]: 全世界都在跟我作对，我永远得不到安宁,85,40,75,10,80,0,0
[事件]: 看到别人家庭幸福合照 [认知]: 我的人生残缺不全，永远得不到真正的幸福,25,75,10,50,75,0,0
[事件]: 被恋人冷暴力分手 [认知]: 我一定是毫无价值的人，才会被这样对待，以后也不会有人真正爱我。,70,85,40,75,90,0,0
[事件]: 面试连续失败五次 [认知]: 我能力太差了，根本不适合这个行业，这辈子都不会找到好工作。,80,75,20,70,85,0,0
[事件]: 发现脸上长了新痘痘 [认知]: 我丑得没法见人，所有人都会在背后议论我的长相，太丢脸了。,85,60,20,90,70,5,0
[事件]: 父母为钱频繁争吵 [认知]: 都是因为我要花钱上学，才让家里这么困难，我是个负担。,25,50,0,75,75,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，很快就要死了，人生彻底完了。,85,70,10,5,80,0,0
[事件]: 在会议上发言时卡壳 [认知]: 所有人都觉得我是个笨蛋，以后我在公司再也抬不起头了。,60,30,0,55,25,0,0
[事件]: 朋友聚会没叫我 [认知]: 他们肯定都讨厌我，我根本就是个不受欢迎、被排挤的人。,60,80,30,75,85,5,0
[事件]: 被领导当众批评 [认知]: 我什么都做不好，是个彻底的失败者，不配待在这个团队里。,60,55,20,80,75,5,0
[事件]: 看到前任有了新伴侣 [认知]: 我果然不如别人，永远都不会幸福，注定孤独一生。,75,85,25,70,90,0,0
[事件]: 租房遇到黑中介被骗 [认知]: 我太蠢了，这么容易上当，根本没法在社会上生存。,70,40,30,80,75,0,0
[事件]: 辛苦做的方案被全盘否定 [认知]: 我的努力毫无意义，我的想法一文不值，我就是个废物。,60,70,50,80,85,0,0
[事件]: 听到同事小声说话并看我 [认知]: 他们肯定在说我坏话，议论我的缺点，我真是个笑话。,75,50,25,75,50,0,0
[事件]: 体重秤数字上涨了两公斤 [认知]: 我连自己的身材都控制不了，真是个没有自制力的 loser。,70,60,40,80,75,10,5
[事件]: 家人催婚压力巨大 [认知]: 我的人生是失败的，不结婚就毫无价值，让全家人都失望。,70,65,20,75,80,10,5
[事件]: 投资亏损了一笔积蓄 [认知]: 我不仅赚不到钱，还会把已有的都赔光，注定穷困潦倒。,85,70,40,50,75,5,0
[事件]: 在陌生场合独自一人 [认知]: 周围的人都成群结队，只有我格格不入，我是个异类。,70,65,20,30,75,0,0
[事件]: 男友忘记纪念日 [认知]: 他根本不在乎我，这段感情注定要失败，我永远找不到真心爱我的人,80,85,70,40,90,5,0
[事件]: 面试被拒绝三次 [认知]: 我能力太差了，这辈子都找不到好工作，人生彻底没希望了,75,80,20,70,85,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们都讨厌我，我根本没人缘，以后会孤独终老,70,80,40,60,75,0,0
[事件]: 脸上长了颗痘痘 [认知]: 我太丑了没人会喜欢，出门都会被别人嘲笑,75,50,25,75,50,0,0
[事件]: 信用卡账单逾期 [认知]: 我连这点钱都管不好，以后肯定会穷困潦倒,60,30,0,50,25,0,0
[事件]: 体检报告有异常 [认知]: 我肯定得了绝症，生命就要结束了，一切都完了,85,70,10,5,80,0,0
[事件]: 开会发言说错话 [认知]: 同事都在笑话我，我永远无法在职场上成功,70,60,20,75,65,10,5
[事件]: 父母催婚压力大 [认知]: 我这辈子都结不了婚，会让全家失望，是个失败者,70,80,40,75,85,0,0
[事件]: 看到前任结婚照 [认知]: 我再也遇不到真爱了，注定要孤独一辈子,30,80,0,25,85,0,0
[事件]: 项目方案被驳回 [认知]: 我做什么都不行，根本不配在这个职位上,30,50,0,80,75,0,0
[事件]: 体重增加了两斤 [认知]: 我完全控制不了自己，会越来越胖没人要,60,30,0,40,70,0,0
[事件]: 独自过生日 [认知]: 根本没人记得我，我就是个可有可无的存在,30,70,10,40,65,0,0
[事件]: 投资亏损一些钱 [认知]: 我做什么都失败，这辈子都富不起来,30,60,10,25,70,0,0
[事件]: 被领导批评一句 [认知]: 他肯定想开除我，我马上就要失业了,85,20,10,15,70,5,0
[事件]: 朋友借钱没还 [认知]: 所有人都不可信，我永远交不到真朋友,70,80,75,60,85,0,0
[事件]: 看到别人升职 [认知]: 我永远比不上别人，人生就这样停滞不前了,30,60,0,25,55,0,0
[事件]: 面试后三天没收到回复 [认知]: 我肯定又搞砸了，他们一定觉得我能力很差，连个回复都不屑给，我永远找不到好工作了。,85,60,20,70,80,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们肯定是故意排挤我，我这个人太无趣了，根本没人真心想和我做朋友，我就是个社交失败者。,60,80,50,85,90,0,0
[事件]: 脸上长了几颗痘痘 [认知]: 太丑了，所有人都会盯着我的脸看，在心里嘲笑我，我根本没法见人了，人生都被这几颗痘痘毁了。,85,60,20,80,70,5,0
[事件]: 信用卡账单超出预算 [认知]: 我真是个废物，连钱都管不好，这样下去迟早要破产流落街头，我的人生已经失控了。,85,75,50,80,85,0,0
[事件]: 体检报告有一项指标异常 [认知]: 完了，我肯定得了绝症，医生不说只是怕我承受不住，我的身体已经彻底垮了，没救了。,85,70,20,10,80,5,0
[事件]: 在会议上说错了一个词 [认知]: 所有人都记住了我的失误，他们会觉得我专业能力不行，以后升职加薪都没我的份了，前途一片黑暗。,85,25,10,70,75,5,0
[事件]: 伴侣晚上加班没及时回消息 [认知]: 他/她肯定是不爱我了，说不定正在和别人在一起，我们的感情已经出现无法挽回的裂痕了。,75,70,40,20,75,10,5
[事件]: 精心准备的方案被领导轻微调整 [认知]: 我的想法一文不值，领导根本看不上我的工作，我在这家公司没有任何发展空间了。,70,65,40,75,80,0,0
[事件]: 看到同龄人买房买车 [认知]: 我比别人落后太多了，一辈子都追不上，我的人生就是一场彻头彻尾的失败，活得真没意思。,80,85,20,70,90,0,0
[事件]: 孩子考试成绩不理想 [认知]: 都是我的错，我不是一个合格的家长，我把孩子的前途都耽误了，我毁了他的人生。,85,75,20,90,80,5,0
[事件]: 父母打电话来关心近况 [认知]: 他们又在打探我的隐私，根本不信任我能独立生活，我在他们眼里永远是个长不大的失败者。,50,40,70,60,65,0,0
[事件]: 健身一周体重没变化 [认知]: 我的体质就是易胖，再怎么努力也没用，注定是个胖子，永远不可能拥有好身材。,50,50,25,75,75,0,0
[事件]: 提交的工作报告有个小 typo [认知]: 领导会觉得我粗心大意、不可靠，这个污点会一直跟着我，我再也得不到重要任务了。,85,25,10,70,75,5,0
[事件]: 拒绝了朋友的周末邀约 [认知]: 他/她肯定会生气，觉得我不合群，以后不会再邀请我了，我又要失去一个朋友了。,75,25,0,0,25,0,0
[事件]: 学习新技能时遇到困难 [认知]: 我太笨了，根本不是这块料，别人都能轻松学会，就我这么吃力，我永远也学不会了。,75,70,40,80,85,0,0
[事件]: 在陌生场合感到紧张 [认知]: 我这种社交恐惧症没救了，别人都能谈笑风生，就我像个傻子一样，我永远无法融入集体。,80,60,20,70,85,5,0
[事件]: 被恋人冷暴力分手 [认知]: 我注定不配被爱，永远都会被抛弃,70,85,40,60,90,5,0
[事件]: 面试连续失败五次 [认知]: 我能力太差，根本找不到工作,30,60,10,40,70,0,0
[事件]: 脸上长满痘痘不敢出门 [认知]: 我这么丑，没人会喜欢我,75,50,25,75,75,0,0
[事件]: 信用卡逾期被催收 [认知]: 我的人生已经彻底失控了,75,25,0,25,75,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，活不长了,85,70,0,0,60,0,0
[事件]: 在聚会上说错话冷场 [认知]: 我总是把事情搞砸，让人讨厌,50,40,10,70,60,5,0
[事件]: 被同事当众批评工作失误 [认知]: 我什么都做不好，是个废物,60,70,50,85,80,0,0
[事件]: 看到前任晒幸福合照 [认知]: 只有我过得这么惨，没人关心,25,75,0,25,75,0,0
[事件]: 租房被骗押金要不回 [认知]: 我太蠢了，总是被人欺负,40,30,20,60,55,10,0
[事件]: 家人重病住院开销大 [认知]: 我赚不到钱，救不了家人,75,80,10,60,90,5,0
[事件]: 朋友聚会没人邀请我 [认知]: 我根本不受欢迎，被孤立了,25,75,25,50,75,0,0
[事件]: 辛苦做的方案被领导否定 [认知]: 我的努力毫无价值，白费功夫,40,70,30,60,65,10,5
[事件]: 相亲对象见面后不再联系 [认知]: 我这种人注定孤独终老,25,75,0,25,75,0,0
[事件]: 运动受伤无法继续锻炼 [认知]: 我的身体太脆弱，什么都做不成,25,40,10,15,60,20,10
[事件]: 邻居抱怨我家的宠物吵闹 [认知]: 我连养宠物都做不好，真失败,25,30,0,70,60,0,0
[事件]: 网购商品与描述严重不符 [认知]: 我总是遇到倒霉事，运气太差,25,0,0,0,50,0,0
[事件]: 面试被拒后看到录取者照片 [认知]: 她看起来那么自信专业，我这种普通长相和紧张表现果然配不上这份工作，永远只能当个失败者,60,80,40,85,90,0,0
[事件]: 朋友聚会讨论买房买车 [认知]: 他们都已步入正轨，只有我还拿着微薄薪水租房住，这辈子注定要落后于所有人了,30,70,10,50,75,0,0
[事件]: 体检报告显示异常指标 [认知]: 肯定是得了重病，我身体一直这么差，治疗费用会拖垮全家，不如放弃算了,85,75,10,20,80,0,0
[事件]: 在会议上发言时声音发抖 [认知]: 所有人都看出我的紧张和愚蠢了，他们表面不说明里肯定在嘲笑我，以后再也抬不起头了,85,40,10,80,60,5,0
[事件]: 发现伴侣深夜与异性聊天 [认知]: 他肯定觉得我无趣又黏人，早就想找别人了，我根本不值得被爱，迟早会被抛弃,85,80,20,70,75,0,0
[事件]: 健身一个月体重没变化 [认知]: 我就是易胖体质再怎么努力也没用，别人轻轻松松就能瘦，我注定要丑一辈子,25,50,0,75,75,0,0
[事件]: 父母又拿我和亲戚家孩子比较 [认知]: 我永远达不到他们的期望，做什么都是错的，活着就是让家人失望,60,70,50,80,85,0,0
[事件]: 独自在餐厅吃饭被安排角落 [认知]: 服务员都觉得我这种一个人吃饭的很可怜吧，我连正常社交都做不到，根本不配出现在公共场合,80,60,40,85,75,0,0
[事件]: 工作项目被同事抢了功劳 [认知]: 我就是太软弱好欺负，永远学不会争取，活该被当成垫脚石，在职场上永远没出路,75,70,40,30,85,0,0
[事件]: 看到同龄人结婚生子朋友圈 [认知]: 大家都找到了归宿，只有我还孤零零的，性格这么差根本没人会真心喜欢我,75,70,10,65,80,5,0
[事件]: 尝试新发型被说不好看 [认知]: 我连最基本的形象都打理不好，审美差到无可救药，做什么尝试都是自取其辱,70,80,20,90,85,5,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，这么没用的人根本不配拥有任何好东西，只会越来越糟,70,50,20,80,75,0,0
[事件]: 在群里发言后无人回应 [认知]: 我说的话果然很无聊，大家都不想理我，我在任何群体里都是多余的存在,50,75,0,85,60,0,0
[事件]: 学习新技能时频频出错 [认知]: 我脑子太笨了根本学不会，别人都能轻松掌握，我就是天生比人差一截,25,50,0,75,75,0,0
[事件]: 看到前任与新欢甜蜜合照 [认知]: 他离开我之后过得更好更幸福，果然问题全在我身上，是我毁了一切美好可能,25,50,0,75,75,0,0
[事件]: 家人生病自己却帮不上忙 [认知]: 我这么无能连最亲的人都照顾不好，关键时刻总是掉链子，根本不配得到家人的爱,60,70,40,85,80,0,0
[事件]: 被暗恋对象拒绝表白 [认知]: 我果然不值得被爱，这辈子都不会有人真心喜欢我了，我就是个没人要的可怜虫。,70,85,20,75,90,0,0
[事件]: 面试时因紧张说话结巴 [认知]: 我真是个废物，连话都说不清楚，所有面试官肯定都在心里嘲笑我，我永远找不到好工作了。,75,50,25,75,75,0,0
